table_name,year_value,year_unit,year_start_month,month,variable,commodity_element,market_segment,geographic_extent,value,unit
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Production,Peaches,Canned,United States,810.48,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Imports,Peaches,Canned,United States,52.5,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Beginning stocks,Peaches,Canned,United States,242.4,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Supply,Peaches,Canned,United States,1105.38,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Ending stocks,Peaches,Canned,United States,49.6,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Exports,Peaches,Canned,United States,35,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Domestic availability,Peaches,Canned,United States,1020.78,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.33664,"pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1983/84,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,3.61387,"pounds, fresh-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Production,Peaches,Canned,United States,1234.32,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Imports,Peaches,Canned,United States,55.8,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Beginning stocks,Peaches,Canned,United States,49.6,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Supply,Peaches,Canned,United States,1339.72,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Ending stocks,Peaches,Canned,United States,182.3,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Exports,Peaches,Canned,United States,25.2,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Domestic availability,Peaches,Canned,United States,1132.22,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.76788,"pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1984/85,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,3.97324,"pounds, fresh-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Production,Peaches,Canned,United States,1179.12,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Imports,Peaches,Canned,United States,63.5,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Beginning stocks,Peaches,Canned,United States,182.3,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Supply,Peaches,Canned,United States,1424.92,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Ending stocks,Peaches,Canned,United States,260.8,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Exports,Peaches,Canned,United States,31.1,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Domestic availability,Peaches,Canned,United States,1133.02,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.72805,"pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1985/86,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,3.94004,"pounds, fresh-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Production,Peaches,Canned,United States,1112.28,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Imports,Peaches,Canned,United States,38.2,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Beginning stocks,Peaches,Canned,United States,260.8,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Supply,Peaches,Canned,United States,1411.28,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Ending stocks,Peaches,Canned,United States,156.3,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Exports,Peaches,Canned,United States,35.2,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Domestic availability,Peaches,Canned,United States,1219.78,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,5.04492,"pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1986/87,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.2041,"pounds, fresh-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Production,Peaches,Canned,United States,1052.52,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Imports,Peaches,Canned,United States,56,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Beginning stocks,Peaches,Canned,United States,156.3,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Supply,Peaches,Canned,United States,1264.82,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Ending stocks,Peaches,Canned,United States,66.7,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Exports,Peaches,Canned,United States,41.1,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Domestic availability,Peaches,Canned,United States,1157.02,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.74225,"pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1987/88,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,3.95188,"pounds, fresh-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Production,Peaches,Canned,United States,1183.2,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Imports,Peaches,Canned,United States,99.3,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Beginning stocks,Peaches,Canned,United States,66.7,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Supply,Peaches,Canned,United States,1349.2,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Ending stocks,Peaches,Canned,United States,101.5,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Exports,Peaches,Canned,United States,38.7,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Domestic availability,Peaches,Canned,United States,1209,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.91016,"pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1988/89,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.0918,"pounds, fresh-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Production,Peaches,Canned,United States,1102.08,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Imports,Peaches,Canned,United States,85,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Beginning stocks,Peaches,Canned,United States,NA,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Supply,Peaches,Canned,United States,1187.1,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Ending stocks,Peaches,Canned,United States,NA,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Exports,Peaches,Canned,United States,31.7,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Domestic availability,Peaches,Canned,United States,1155.4,"million pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,5.05463,"pounds, product-weight equivalent"
"Table G-25--Peaches, canned: Supply and availability, 1980/81 to date",1989/90,Marketing year,May,NA,Per capita availability,Peaches,Canned,United States,4.21219,"pounds, fresh-weight equivalent"
